content;score;sentiment_rating;wordCount;tweet_with_stopwords;wordCount_after_stopwords;tweet_stemmed
love this;5;Positive;2;love this;2;love thi
xybhch yg mau dpt gratis 7 hari bs pake kode ini;5;Positive;11;xybhch dpt gratis  bs pake kode;6;xybhch dpt grati bs pake kode
apk cukup membantu , kode referral saya jxqwba;4;Positive;8;apk membantu kode referral jxqwba;5;apk membantu kode referr jxqwba
bagus sekali, saya merasa lumayan tenang;5;Positive;7;bagus lumayan tenang;3;bagu lumayan tenang
sangat membantu utk menjaga kesehatan mental;5;Positive;6;membantu utk menjaga kesehatan mental;5;membantu utk menjaga kesehatan mental
thanks for make me feel born again ;5;Positive;7;thanks for make me feel born again;7;thank for make me feel born again
membantu,;5;Positive;2;membantu;1;membantu
terkadang saat meditasi aplikasi keluar sendiri. dan saya mau nanya bolehkah meditasi pagi nya meditasi a msalnya sorenya meditasi b....?;3;Neutral;23;terkadang meditasi aplikasi  nanya meditasi pagi meditasi a msalnya sorenya meditasi b  ;12;terkadang meditasi aplikasi nanya meditasi pagi meditasi a msalnya sorenya meditasi b
oke,keren;3;Neutral;3;oke keren;2;oke keren
jd tenang fikiran;5;Positive;3;jd tenang fikiran;3;jd tenang fikiran
suka banget apk nya aku punya insom parah sampe seharian ga tidur pun bisa, tapi pas nyoba meditasi tidur, aku akhirnya bisa tidur dibawah jam 12! membantu banget;5;Positive;31;suka apk insom parah sampe seharian ga tidur pas nyoba meditasi tidur tidur dibawah jam   membantu;16;suka apk insom parah samp seharian ga tidur pa nyoba meditasi tidur tidur dibawah jam membantu
lebih tenang;4;Positive;2;tenang;1;tenang
tolong dong di bagian audio nya sediakan tombol download nya dong, biar bisa didownload dulu baru dengerin audio meditasi nya soal nya jaringan disini lemot banget kalo lagi lemot2 nya jadi terjeda-jeda deh audio nya;2;Negative;36;tolong audio sediakan tombol biar didownload dengerin audio meditasi jaringan lemot kalo lemot terjedajeda deh audio;16;tolong audio sediakan tombol biar didownload dengerin audio meditasi jaringan lemot kalo lemot terjedajeda deh audio
sangat membantu. mudah digunakan;5;Positive;5;membantu  mudah;2;membantu mudah
makasi ya,berkat kamu aku udah merasa lebih ceria berbanding dulu;5;Positive;12;makasi berkat udah ceria berbanding;5;makasi berkat udah ceria berband
ternyata konsultasinya berbayar! ;1;Negative;4;konsultasinya berbayar ;2;konsultasinya berbayar
bisa tolong di buat lebih murah lagi & tatap muka?;1;Negative;11;tolong murah  tatap muka ;4;tolong murah tatap muka
saya lumayan suka dengan aplilasi ini buat yang mau dapat 7 hari gratis meditasi bisa pakai kode ini: fohdwn;5;Positive;20;lumayan suka aplilasi  gratis meditasi pakai kode  fohdwn;8;lumayan suka aplilasi grati meditasi pakai kode fohdwn
sayang bgt sama app ini;5;Positive;5;sayang app;2;sayang app
sangat membantu..terima kasih ;5;Positive;5;membantu  terima kasih;3;membantu terima kasih
suka bangettt;5;Positive;2;suka bangettt;2;suka bangettt
bisa tidur nyenyak abis dengerin musiknya, konseling cukup banyak saran positif dari psikolognya, psikolognya juga enak ga menyudutkan kita, untuk konseling mungkin bisa ada paket yang lebih murah untuk yang belum berpenghasilan, overall thanks riliv membuat orang aware dengan kondisi mental, karena kesehatan mental berpengaruh pada kesehatan tubuh kita;4;Positive;54;tidur nyenyak abis dengerin musiknya konseling saran positif psikolognya psikolognya enak ga menyudutkan konseling paket murah berpenghasilan overall thanks riliv aware kondisi mental kesehatan mental berpengaruh kesehatan tubuh;28;tidur nyenyak abi dengerin musiknya konsel saran positif psikolognya psikolognya enak ga menyudutkan konsel paket murah berpenghasilan overal thank riliv awar kondisi mental kesehatan mental berpengaruh kesehatan tubuh
aplikasi luar biasaaa. patut untuk didukung, dipakai dan di apresiasi bagi orang2 yf mencintai dirinya sendiri;5;Positive;18;aplikasi biasaaa  patut didukung dipakai apresiasi orang yf mencintai;9;aplikasi biasaaa patut didukung dipakai apresiasi orang yf mencintai
apa-apa mesti bayar ! unistall;1;Negative;5;apaapa mesti bayar  unistall;4;apaapa mesti bayar unistal
good;5;Positive;1;good;1;good
aplikasinya keren;5;Positive;2;aplikasinya keren;2;aplikasinya keren
jujur ini apk bagus cocok banget buat yang sedang ada masalah keluarga maupun pribadi tpi sayangnya mau konseling harus bayar itu harganya juga mahal buat pelajar seperti saya klo 20rb - 50rb mah masih mending tolong dong jangan berbayar atau harga dikurangin mau curhat :(;4;Positive;46;jujur apk bagus cocok keluarga pribadi tpi sayangnya konseling bayar harganya mahal pelajar klo rb  rb mah mending tolong berbayar harga dikurangin curhat  ;23;jujur apk bagu cocok keluarga pribadi tpi sayangnya konsel bayar harganya mahal pelajar klo rb rb mah mend tolong berbayar harga dikurangin curhat
suka sekali sama semua sesi meditasinya ;4;Positive;6;suka sesi meditasinya;3;suka sesi meditasinya
apknya bagus, sangat membantu. aku jadi ga terlalu stres, dan bisa menerima diri sendiri. terima kasih karena telah membuat apk ini:);5;Positive;27;apknya bagus membantu  ga stres menerima  terima kasih apk  ;9;apknya bagu membantu ga stre menerima terima kasih apk
enak banget dengerin suaranya. lumayan kerja di rumah jadi lebih tenang;5;Positive;12;enak dengerin suaranya  lumayan kerja rumah tenang;7;enak dengerin suaranya lumayan kerja rumah tenang
oke;5;Positive;1;oke;1;oke
masuk ga bisa terus.. email udah benar.. payah;1;Negative;10;masuk ga  email udah  payah;5;masuk ga email udah payah
terima kasih, panjang umur orang orang baik.;5;Positive;9;terima kasih umur ;3;terima kasih umur
sangat bagus. psikolognya gercep daan gak buru2. mantap;5;Positive;10;bagus  psikolognya gercep daan gak buru  mantap;7;bagu psikolognya gercep daan gak buru mantap
aplikasi yg bagus. dr lubuk hati yg terdalam, semoga ditambah fitur yg gratisnya. wkwkwk. well, good job, riliv. semoga semakin berkembang dan semakin bnyk menolong jiwa2 yg terluka (macam q, huhuhu);5;Positive;41;aplikasi bagus  dr lubuk hati terdalam semoga ditambah fitur gratisnya  wkwkwk  well good job riliv  semoga berkembang bnyk menolong jiwa terluka  q huhuhu ;23;aplikasi bagu dr lubuk hati terdalam semoga ditambah fitur gratisnya wkwkwk well good job riliv semoga berkembang bnyk menolong jiwa terluka q huhuhu
terimakasih sekali buat aplikasi ini membuat saya nyaman;5;Positive;8;terimakasih aplikasi nyaman;3;terimakasih aplikasi nyaman
yuk masukkan kode zanbdz ke reward;5;Positive;6;yuk masukkan kode zanbdz reward;5;yuk masukkan kode zanbdz reward
terima kasih berkat riliv kecemasan saya berkurang:);5;Positive;9;terima kasih berkat riliv kecemasan berkurang  ;6;terima kasih berkat riliv kecemasan berkurang
saya sedang stress dan cemas, saya tau aplikasi ini dari instagram mengoba mendownload dengan harapan agar saya bisa lebih tenang. bukannya tenang saya malah tambah stress kearna mau konsultasi ternyata harus bayar sementara saya hanya seorang mahasiswa yg baru lulus yg belum bekerja, belum berpenghasilan, dan sedang memiliki masalah dengan keluarga memikirkan harus membayar untuk berkonsultasi malah membuat saya semakin stress.;1;Negative;66;stress cemas tau aplikasi instagram mengoba mendownload harapan tenang  tenang stress kearna konsultasi bayar mahasiswa lulus berpenghasilan memiliki keluarga memikirkan membayar berkonsultasi stress ;23;stress cema tau aplikasi instagram mengoba mendownload harapan tenang tenang stress kearna konsultasi bayar mahasiswa lulu berpenghasilan memiliki keluarga memikirkan membayar berkonsultasi stress
kalau untuk konsultasi, apa bisa minta obatnya juga?;4;Positive;10;konsultasi obatnya ;2;konsultasi obatnya
saya baru download aplikasi ini utk mengetahui bagaimana cra ny menenangkan dri. saya sangat suka dgn penjelasan yg diberikan. td saya cba pilih mediasi darurat ad pilihan paket, apakah hrs membeli paket dlu min? terimakasih riliv ;5;Positive;40;aplikasi utk cra ny menenangkan dri  suka dgn penjelasan  td cba pilih mediasi darurat ad pilihan paket hrs membeli paket dlu min  terimakasih riliv;24;aplikasi utk cra ny menenangkan dri suka dgn penjelasan td cba pilih mediasi darurat ad pilihan paket hr memb paket dlu min terimakasih riliv
sangat bermanfaat;5;Positive;2;bermanfaat;1;bermanfaat
alhamdulillah semakin tenang setelah dengar/tau beberapa panduan dari riliv. thank you :);5;Positive;14;alhamdulillah tenang dengartau panduan riliv  thank you  ;7;alhamdulillah tenang dengartau panduan riliv thank you
alhamdulilah setelah menggunakan aplikasi ini saya bisa lebih mengontrol rasa cemas say;5;Positive;12;alhamdulilah aplikasi mengontrol cemas say;5;alhamdulilah aplikasi mengontrol cema say
aplikasi riliv ini berguna sekali bagi anda yg merasa stres bisa menggunakan aplikasi ini;5;Positive;14;aplikasi riliv berguna stres aplikasi;5;aplikasi riliv berguna stre aplikasi
good, menenangkan, membantu tdr lebih cepat;5;Positive;8;good menenangkan membantu tdr cepat;5;good menenangkan membantu tdr cepat
sangat berguna, saya dpt merasakan manfaatnya di hari pertama. memang utk menjadi yg lbh baik perlu proses yg panjang. ttp smangat dan sllu jaga kesehatan. jgn lupa ya masukkan kode fyzaa9, supaya kamu dpt yg freenya;5;Positive;41;berguna dpt merasakan manfaatnya  utk lbh proses  ttp smangat sllu jaga kesehatan  jgn lupa masukkan kode fyzaa dpt freenya;19;berguna dpt merasakan manfaatnya utk lbh prose ttp smangat sllu jaga kesehatan jgn lupa masukkan kode fyzaa dpt freenya
saya sangat merasa nyaman dengan app ini, membantu saya untuk merasa lebih tenang dan damai;5;Positive;16;nyaman app membantu tenang damai;5;nyaman app membantu tenang damai
aplikasi ini sangat bagus,suara nya jernih saya kasih 4bintang;4;Positive;11;aplikasi bagus suara jernih kasih bintang;6;aplikasi bagu suara jernih kasih bintang
aplikasi ini membantu banget buat kalian yg ingin relax. aplikasi ini ada 1 sesi (10 setps) yg akan free, jika ingin unlocked kalian hanya perlu mengupgrade dengan membayar. 10q semangat  have a nice day!;5;Positive;40;aplikasi membantu relax  aplikasi  sesi   setps  free unlocked mengupgrade membayar  q semangat have a nice day ;16;aplikasi membantu relax aplikasi sesi setp free unlock mengupgrad membayar q semangat have a nice day
gimana cara curhatnya? ga ngerti((.mhn bantuannya;3;Neutral;10;gimana curhatnya  ga ngerti   mhn bantuannya;6;gimana curhatnya ga ngerti mhn bantuannya
terima kasih banyak sudah membuat aplikasi ini :);5;Positive;9;terima kasih aplikasi  ;3;terima kasih aplikasi
guud apak ..;5;Positive;3;guud apak ;2;guud apak
mau tanya aja, waktu awal2 sy download apk ini lancar tapi kenapa waktu dicoba lagi harus memuat data. awalny sy tunggu apk nya memuat data tapi sudah ditunggu lama2 tetep aja 0% ga naik2.;3;Neutral;38;awal sy apk lancar dicoba memuat data  awalny sy tunggu apk memuat data ditunggu lama tetep   ga naik ;18;awal sy apk lancar dicoba memuat data awalni sy tunggu apk memuat data ditunggu lama tetep ga naik
dear developer, nggak bisakah yg meditasi darurat digratiskan saja? riliv bener2 aplikasi yg bagus u/ meditasi, tapi jujur, meditasi darurat yg gratis akan jauh lebih berguna daripada meditasi2 lain yg sesi 1-nya digratiskan. ini untuk saya dan teman2 lain yg sering mengalami kondisi darurat, dev, kalau masa berlangganannya suda habis/pas lg gaada uang tp butuh banget kita bisa apa. saya mohon.;4;Positive;70;dear developer nggak meditasi darurat digratiskan  riliv bener aplikasi bagus u meditasi jujur meditasi darurat gratis berguna meditasi sesi nya digratiskan  teman mengalami kondisi darurat dev berlangganannya suda habispas lg gaada uang tp butuh  mohon ;35;dear develop nggak meditasi darurat digratiskan riliv bener aplikasi bagu u meditasi jujur meditasi darurat grati berguna meditasi sesi nya digratiskan teman mengalami kondisi darurat dev berlangganannya suda habispa lg gaada uang tp butuh mohon
terima kasih riliv^^ semoga lekas membaik ke depannya. oh ya kalian bisa coba kode aku ya untuk meditasi gratis 7 hari^^ ini kodenya xjwvyw;5;Positive;25;terima kasih riliv semoga lekas membaik depannya  oh coba kode meditasi gratis  hari kodenya xjwvyw;15;terima kasih riliv semoga leka membaik depannya oh coba kode meditasi grati hari kodenya xjwvyw
bagi yang membutuhkan meditasi diri, apk ini sangat baik dan membantu;5;Positive;12;membutuhkan meditasi apk membantu;4;membutuhkan meditasi apk membantu
sangat membantu, bahkan untuk orang yang pertama kali melakukan meditasi, serta di mudah kan dengan fitur gratis walaupun terbatas tapi memuaskan dan meyakinkan untuk beli paket yang premium;5;Positive;30;membantu kali meditasi mudah fitur gratis terbatas memuaskan beli paket premium;11;membantu kali meditasi mudah fitur grati terbata memuaskan beli paket premium
"kode referal ya guys ""rongan""";4;Positive;7;kode referal guys  rongan ;4;kode refer guy rongan
bagus banget dan bermanfaat;5;Positive;4;bagus bermanfaat;2;bagu bermanfaat
pake kode ini ya reveral code : hrghwm;5;Positive;8;pake kode reveral code  hrghwm;5;pake kode rever code hrghwm
daritadi saya melogin tidak bisa, selalu gagal;1;Negative;8;daritadi melogin gagal;3;daritadi melogin gagal
"kecewa aing tiba"" gak bisa login padahal kemarin bisa, parah"" aku sanggat kecewa, bukan menenangkan malah membuat emosi melonjak. tolong di perbaiki ya kalo udah di perbaiki aku download lagi deh. sekian trimakasih.";1;Negative;40;kecewa aing  gak login kemarin parah  sanggat kecewa menenangkan emosi melonjak  tolong perbaiki kalo udah perbaiki deh  sekian trimakasih ;19;kecewa a gak login kemarin parah sanggat kecewa menenangkan emosi melonjak tolong perbaiki kalo udah perbaiki deh sekian trimakasih
gimana sih mau daftar bikin akun aja gabisa;1;Negative;8;gimana daftar bikin akun gabisa;5;gimana daftar bikin akun gabisa
bismillah semoga bisa membantu hidup aku lebih baik lagi kedepannya . terimakasih riliv. yuk masukin kode referal biar free meditasi selama 7 hari  : wymaft;5;Positive;26;bismillah semoga membantu hidup kedepannya  terimakasih riliv  yuk masukin kode referal biar free meditasi   wymaft;15;bismillah semoga membantu hidup kedepannya terimakasih riliv yuk masukin kode refer biar free meditasi wymaft
thank buat yang bikin aplikasi jadi lebih mudah mengkontrol emosi dan menghadapi kekecewaan dalam hidup. smoga berkah buat yang bikin aplikasi ini karna sangat membantu banyak pihak termasuk saya;5;Positive;30;thank bikin aplikasi mudah mengkontrol emosi menghadapi kekecewaan hidup  smoga berkah bikin aplikasi karna membantu;15;thank bikin aplikasi mudah mengkontrol emosi menghadapi kekecewaan hidup smoga berkah bikin aplikasi karna membantu
cukup bagus aplikasi ini apalagi untuk orang yang mengalami perubahan psikologis;5;Positive;11;bagus aplikasi mengalami perubahan psikologis;5;bagu aplikasi mengalami perubahan psikolog
bagaiman. caranya;5;Positive;3;bagaiman ;1;bagaiman
nice;5;Positive;1;nice;1;nice
mantap;4;Positive;1;mantap;1;mantap
bagus... tapi baru pake sehari..;4;Positive;7;bagus  pake sehari ;3;bagu pake sehari
suka, ngerasa agak lebih tenang;5;Positive;6;suka ngerasa tenang;3;suka ngerasa tenang
aplikasi yang bagus untuk digunakan, namun saya mempunyai masukan, yaitu pemutar audio berhenti saat layar ponsel mati (pada samsung a50s) terimakasih untuk perhatiannya, dan saya tunggu perbaikannya.;5;Positive;33;aplikasi bagus masukan pemutar audio berhenti layar ponsel mati  samsung as  terimakasih perhatiannya tunggu perbaikannya ;15;aplikasi bagu masukan pemutar audio berhenti layar ponsel mati samsung as terimakasih perhatiannya tunggu perbaikannya
bagus sekali, sangat membantu mengatasi rasa cemas dan membuat pikiran menjadi santai;5;Positive;13;bagus membantu mengatasi cemas pikiran santai;6;bagu membantu mengatasi cema pikiran santai
aplikasi nya sangat membantu membuat tenang, serasa ada teman jadinya hihi btw yang baru gabung jangan lupa pake kode aku : fenwy5 biar bisa gratis 7 hari!;5;Positive;29;aplikasi membantu tenang serasa teman hihi btw gabung lupa pake kode  fenwy biar gratis  ;14;aplikasi membantu tenang serasa teman hihi btw gabung lupa pake kode fenwi biar grati
kenapa keluar teruss ya padahal baru buka app nya langsung di suruh keluar?? whyyy?!;1;Negative;18;teruss buka app langsung suruh   whyyy  ;6;teruss buka app langsung suruh whyyi
kenapa nggk bisa pembayaran lewat akulaku ya?;3;Neutral;8;nggk pembayaran akulaku ;3;nggk pembayaran akulaku
sangat membantu mengurangi stress terima kasih;5;Positive;6;membantu mengurangi stress terima kasih;5;membantu mengurangi stress terima kasih
sangat membantu;5;Positive;2;membantu;1;membantu
bagus aplikasinya. kode referal : seosgx;5;Positive;7;bagus aplikasinya  kode referal  seosgx;5;bagu aplikasinya kode refer seosgx
nice,sangat membantu;5;Positive;4;nice membantu;2;nice membantu
sangat membantu;5;Positive;2;membantu;1;membantu
baru bergabung , tapi sangat tertarik melihat banyak hal di dalam nya;4;Positive;12;bergabung tertarik;2;bergabung tertarik
semua fitur-fitur yang tersedia sangat menarik dan bermanfaat bagi kesehatan mental. good job!;5;Positive;15;fiturfitur tersedia menarik bermanfaat kesehatan mental  good job ;8;fiturfitur tersedia menarik bermanfaat kesehatan mental good job
iwgudy mari berteman yu biar dapat vvip 1 minggu loh;5;Positive;10;iwgudy mari berteman yu biar vvip  minggu loh;8;iwgudi mari berteman yu biar vvip minggu loh
semoga depresi ku sembuh  semangat ya buat yang lagi ngalamin hal serupa, kalian tidak sendirian ;5;Positive;16;semoga depresi ku sembuh semangat ngalamin;6;semoga depresi ku sembuh semangat ngalamin
aplikasinya bagus dan bermanfaat.;5;Positive;5;aplikasinya bagus bermanfaat ;3;aplikasinya bagu bermanfaat
sangat bagus;5;Positive;2;bagus;1;bagu
suka;4;Positive;1;suka;1;suka
makasih buat saya tenang;4;Positive;4;makasih tenang;2;makasih tenang
terima kasih;5;Positive;2;terima kasih;2;terima kasih
aplikasinya membantu banget! saya jadi lumayan rileks, nggak stress atau semurah dulu lagi, terimakasih. btw yang baru daftar tambahin kode ku ya : qbvis4 biar bisa akses gratis 7 hari :);5;Positive;36;aplikasinya membantu  lumayan rileks nggak stress semurah terimakasih  btw daftar tambahin kode ku  qbvis biar akses gratis   ;17;aplikasinya membantu lumayan rilek nggak stress semurah terimakasih btw daftar tambahin kode ku qbvi biar aks grati
makasih riliv udah bantu ngerefresh pikiran ketika lagi burnout;5;Positive;9;makasih riliv udah bantu ngerefresh pikiran burnout;7;makasih riliv udah bantu ngerefresh pikiran burnout
mantabb dahh;5;Positive;2;mantabb dahh;2;mantabb dahh
aplikasi ini recommended sekali untuk yang lagi ngerasa sepi atau depresi atau rasa cemas seperti saya. mau cerita dikit nih, jadi hari ini 11 juni 2020 adalah hari ulang tahun ku, tapi tak ada satupun orang yang mengucapkan selamat ulang tahun padaku . aku introvert, tapi aku sangat ingin mereka tau tentangku tapi aku pun tak mau terbuka. sedih dan sepi selalu datang menghampiri, trus aku nemuin aplikasi ini, coba meditasi dan malam ini aku merasa lebih baik. terimakasih banyak riliv ;5;Positive;89;aplikasi recommended ngerasa sepi depresi cemas  cerita dikit nih  juni  ulang ku satupun selamat ulang padaku  introvert tau tentangku terbuka  sedih sepi menghampiri trus nemuin aplikasi coba meditasi malam  terimakasih riliv;31;aplikasi recommend ngerasa sepi depresi cema cerita dikit nih juni ulang ku satupun selamat ulang padaku introvert tau tentangku terbuka sedih sepi menghampiri tru nemuin aplikasi coba meditasi malam terimakasih riliv
yang awalnya diagnosis sendiri dan coba tes2 psikologis di internet ternyata salah besar, terima kasih riliv atas konsultasinya ;5;Positive;19;diagnosis coba tes psikologis internet salah terima kasih riliv konsultasinya;10;diagnosi coba te psikolog internet salah terima kasih riliv konsultasinya
kasih bantuan dong ke warga miskin untuk diskonnya supaya orang miskin bisa terbantu masalah psikologisnya dgn aplikasi ini , karna menurut menurut gua orang miskin sakit psikologinya jauh lbh kompleks hahaha;5;Positive;31;kasih bantuan warga miskin diskonnya miskin terbantu psikologisnya dgn aplikasi karna gua miskin sakit psikologinya lbh kompleks hahaha;18;kasih bantuan warga miskin diskonnya miskin terbantu psikologisnya dgn aplikasi karna gua miskin sakit psikologinya lbh komplek hahaha
makasih banyak riliv.aku suka banget sama aplikasinya dan semua meditasi yg ada di riliv. sumpah jadi relax,bawaanya besok jadi semangat jalanin aktivitas karna habis denger meditasi meditasinya;5;Positive;30;makasih rilivaku suka aplikasinya meditasi riliv  sumpah relax bawaanya besok semangat jalanin aktivitas karna habis denger meditasi meditasinya;18;makasih rilivaku suka aplikasinya meditasi riliv sumpah relax bawaanya besok semangat jalanin aktivita karna habi denger meditasi meditasinya
good;5;Positive;1;good;1;good
dengan apk ini aku jdi sadar bahwa kita harus berterima kasih pd diri sendiri;5;Positive;14;apk jdi sadar berterima kasih pd;6;apk jdi sadar berterima kasih pd
bagus;5;Positive;1;bagus;1;bagu
tenang banget make ini, terimakasih ;5;Positive;6;tenang make terimakasih;3;tenang make terimakasih
sangat membantu ;5;Positive;2;membantu;1;membantu
baru mulai, semoga berhasil....yang butuh kode boleh dipakai ofbpmm;3;Neutral;12;semoga berhasil  butuh kode dipakai ofbpmm;6;semoga berhasil butuh kode dipakai ofbpmm
bagus ada layanan psikolog nya juga;5;Positive;6;bagus layanan psikolog;3;bagu layanan psikolog
aplikasi ter love. sukses selalu riliv;5;Positive;7;aplikasi ter love  sukses riliv;5;aplikasi ter love suks riliv
oke mantappppp;5;Positive;2;oke mantappppp;2;oke mantappppp
hai, untuk dapat bebas akses gratis meditasi 7 hari bisa pakai kode refereal ini ya dztarl;5;Positive;17;hai bebas akses gratis meditasi  pakai kode refereal dztarl;9;hai beba aks grati meditasi pakai kode refer dztarl
keren;5;Positive;1;keren;1;keren
rekomen bgt parahh;5;Positive;3;rekomen parahh;2;rekomen parahh
benar benar merasa terbantu dengan riliv, biar lebih tenang dan mengatasi overthinking serta rasa panik dan kecemasan yang sering muncul tiba tiba. terimakasih riliv telah menjadi teman terbaik untuk memulai hidup menjadi lebih bermakna ;5;Positive;36;terbantu riliv biar tenang mengatasi overthinking panik kecemasan muncul  terimakasih riliv teman terbaik hidup bermakna;15;terbantu riliv biar tenang mengatasi overthink panik kecemasan muncul terimakasih riliv teman terbaik hidup bermakna
bermanfaat sekali ;5;Positive;2;bermanfaat;1;bermanfaat
makasih ya. pikiran langsung tenang dan insom ga ada lagi. yuk yg mau gratis akses pakai voucher xn2zjy;5;Positive;20;makasih  pikiran langsung tenang insom ga  yuk gratis akses pakai voucher xnzjy;12;makasih pikiran langsung tenang insom ga yuk grati aks pakai voucher xnzji
bagus,;5;Positive;2;bagus;1;bagu
kode reveral : didnld;5;Positive;4;kode reveral  didnld;3;kode rever didnld
membantu banget;5;Positive;2;membantu;1;membantu
damai;5;Positive;1;damai;1;damai
nyaman banget setelah gunain aplikasi ini. yang mau free coba masukin kode voucher pspbjg. selamat mencoba;5;Positive;18;nyaman gunain aplikasi  free coba masukin kode voucher pspbjg  selamat mencoba;11;nyaman gunain aplikasi free coba masukin kode voucher pspbjg selamat mencoba
suka banget sama aplikasi nya. ngebantu banget buat aku yg introvert. pake kode referral aku ya gais.kode hxxrao. kalian wajib download. ;5;Positive;25;suka aplikasi  ngebantu introvert  pake kode referral gaiskode hxxrao  wajib ;10;suka aplikasi ngebantu introvert pake kode referr gaiskod hxxrao wajib
aplikasinya sangat membantu meningkatkan rileksasi saat tidur. rasanya sangat cepat menuju deep sleep, menjadi pribadi yang lebih tenang dan baik. jangan lupa klik kode : okluxl untuk gratis voucher meditasi selama 7 hari yaa..;5;Positive;38;aplikasinya membantu meningkatkan rileksasi tidur  cepat deep sleep pribadi tenang  lupa klik kode  okluxl gratis voucher meditasi  yaa ;18;aplikasinya membantu meningkatkan rileksasi tidur cepat deep sleep pribadi tenang lupa klik kode okluxl grati voucher meditasi yaa
bagus aplikasinya bisa bikin cepet tidur dan nenangin pikiran oh iya jalan lupa pake kode voucer ku ttifiq;5;Positive;18;bagus aplikasinya bikin cepet tidur nenangin pikiran oh iya jalan lupa pake kode voucer ku ttifiq;16;bagu aplikasinya bikin cepet tidur nenangin pikiran oh iya jalan lupa pake kode voucer ku ttifiq
aplikasih yg sangat bagus recomed bgt buat kalian.. ni guys kode referral gratis 7 hari buat kalian yg baru menggunakan kode referral : caadsi jgn salah ketik ya ! nikmati gratis 7 hari;5;Positive;34;aplikasih bagus recomed  ni guys kode referral gratis  kode referral  caadsi jgn salah ketik  nikmati gratis ;16;aplikasih bagu recom ni guy kode referr grati kode referr caadsi jgn salah ketik nikmati grati
recomended banget nih aplikasi dijamin bisa menghilangkan pikiran stres, juga cocok untuk yg susah tidur dijamin langsung lelap, ayo download dan jangan lupa masukan kode referral saya: gxnege untuk bisa langsung dapet akses premium gratis;5;Positive;38;recomended nih aplikasi dijamin menghilangkan pikiran stres cocok susah tidur dijamin langsung lelap ayo lupa masukan kode referral  gxnege langsung dapet akses premium gratis;24;recomend nih aplikasi dijamin menghilangkan pikiran stre cocok susah tidur dijamin langsung lelap ayo lupa masukan kode referr gxnege langsung dapet aks premium grati
lebih tenang bersama hening;5;Positive;4;tenang hening;2;tenang hene
aplikasi yang bagus banget. baru pertama kali meditasi aja udah ngaruh banget. bener2 rileks dan tenang. untuk konselingnya. lumayan ko. aku ngerasa aman konseling di riliv;5;Positive;31;aplikasi bagus  kali meditasi udah ngaruh  bener rileks tenang  konselingnya  lumayan ko  ngerasa aman konseling riliv;16;aplikasi bagu kali meditasi udah ngaruh bener rilek tenang konselingnya lumayan ko ngerasa aman konsel riliv
"bagus banget aplikasinya, fitur-fitur yang ada juga sangat menarik. untuk kamu pengguna baru, bisa gunakan kode referalku ""egpyii""";5;Positive;23;bagus aplikasinya fiturfitur menarik  pengguna kode referalku  egpyii ;8;bagu aplikasinya fiturfitur menarik pengguna kode referalku egpyii
bolmq5 di pake yaaaaa ^^;5;Positive;5;bolmq pake yaaaaa ;3;bolmq pake yaaaaa
terima kasih;5;Positive;2;terima kasih;2;terima kasih
jangan lupa pakai kode ini ya ttnney;4;Positive;7;lupa pakai kode ttnney;4;lupa pakai kode ttnney
thankyou;5;Positive;1;thankyou;1;thankyou
pakai kode ini : jlnduf buat access riliv...aplikasinya bagus banget;5;Positive;12;pakai kode  jlnduf access riliv  aplikasinya bagus;7;pakai kode jlnduf access riliv aplikasinya bagu
since i used riliv, i was able to sleep well. wake up in the morning so good. thank you riliv for making my sleep better ;5;Positive;28;since i used riliv i was able to sleep well  wake up in the morning so good  thank you riliv for making my sleep better;25;sinc i use riliv i wa abl to sleep well wake up in the morn so good thank you riliv for make my sleep better
ini sudah kali ketiga saya mendownload aplikasi riliv,dan kesemuanya tak boleh dibuka,kenapa ya? apakah hanya di khususkan untuk jenis handphone tertentu saja?;1;Negative;28;kali ketiga mendownload aplikasi riliv kesemuanya dibuka  khususkan jenis handphone ;10;kali ketiga mendownload aplikasi riliv kesemuanya dibuka khususkan jeni handphon
apakah ini bisa konsultasi seputar passion untuk jurusan kuliah nanti??;3;Neutral;12;konsultasi seputar passion jurusan kuliah  ;5;konsultasi seputar passion jurusan kuliah
aplikasi yang amat sangat bagus dan sangat membantu, apalagi meditasinya. baru awal tapi saya sudah merasa sangat rileks dan tubuh saya terasa sangat nyaman. ohiya untuk kalian pengguna baru bisa pakai kode referral untuk meditasi gratis selama 7 hari kodenya : idtsue;5;Positive;45;aplikasi bagus membantu meditasinya  rileks tubuh nyaman  ohiya pengguna pakai kode referral meditasi gratis  kodenya  idtsue;16;aplikasi bagu membantu meditasinya rilek tubuh nyaman ohiya pengguna pakai kode referr meditasi grati kodenya idtsu
kayaknya bagus, diliat dari reviewnya banyak yang bilang berhasil tidur sebelum jam 12. mau coba, nanti kalo bagus aku tambah bintangnya. btw jangan lupa pake kode jnqkhm buat dapet free access:));4;Positive;37;kayaknya bagus diliat reviewnya bilang berhasil tidur jam  coba kalo bagus bintangnya  btw lupa pake kode jnqkhm dapet free access   ;20;kayaknya bagu diliat reviewnya bilang berhasil tidur jam coba kalo bagu bintangnya btw lupa pake kode jnqkhm dapet free access
yoapbl pake kode voucher ku ya biar bisa dapat layanan konseling gratis;5;Positive;12;yoapbl pake kode voucher ku biar layanan konseling gratis;9;yoapbl pake kode voucher ku biar layanan konsel grati
